Number,Station,Catchment,Zone,Time stamp (Sampling),Electrical Conductivity @25 C / WCK - Determination of Conductivity in Water [µS/cm],Nitrogen - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Nitrate + nitrite as N (NOx) / WCK - Determination of Oxidised Nitrogen Nitrate & Nitrite in Water [mg/L],Phosphorus - total / WCK - Simultaneous Determination of Total Nitrogen and Total Phosphorus using Persulphate Digestion [mg/L],Phosphorus - reactive (orthophosphate) - dissolved / WCK - Determination of Reactive Phosphorus [mg/L],Solids - total suspended @ 105 C / WCK - Total Suspended Solids at 105°C [mg/L],Turbidity / Field - Determination of turbidity by nephelometry using HACH turbidimeter [NTU],Oxygen - dissolved saturation / Field - Water quality sonde [% sat],pH / Field - Water quality sonde [---]
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,12/18/2019 12:11,365,0.7,0.01,0.04,0.01,22,3.15,175,9.48
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,1/17/2020 11:31,383.8,0.7,0.01,0.05,0.01,8,1.3,139.3,9.4
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2/18/2020 9:37,238,1,0.44,0.07,0.04,5,4.5,83.9,
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,3/17/2020 8:22,195.6,0.4,0.15,0.04,0.03,5,3.5,85.7,
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,4/15/2020 9:02,208.7,0.5,0.08,0.05,0.04,5,3.3,71,6.34
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,5/15/2020 12:14,220.4,0.4,0.05,0.05,0.02,5,1.98,54.7,7.18
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,6/19/2020 10:41,218.5,,,,,,9.41,89.8,7.52
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,7/21/2020 12:58,208,0.6,0.15,0.02,0.01,5,9.1,90.4,7.81
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,8/21/2020 12:12,217.3,0.3,0.12,0.02,0.01,5,6,89.5,7.67
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,9/18/2020 11:26,247.7,0.3,0.01,0.03,0.01,5,2,88.1,7.57
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,10/16/2020 10:06,295.6,0.3,0.01,0.04,0.01,6,2.2,79.6,6.63
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,11/18/2020 11:00,202.7,0.4,0.01,0.02,0.02,6,2.9,75.4,7.21
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,12/22/2020 9:55,137,1.9,0.09,0.17,0.01,112,90.3,85.4,7.17
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,1/22/2021 10:07,204.4,0.4,0.08,0.07,0.02,7,3.3,83.6,6.31
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2/19/2021 10:10,137.8,1.2,0.06,0.28,0.14,109,117,92.1,6.39
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,3/30/2021 11:34,179.7,0.6,0.25,0.04,0.01,8,14.4,93.5,7.38
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,4/27/2021 13:30,262.9,0.4,0.16,0.02,0.01,5,6,94.4,6.57
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,5/21/2021 11:19,251,0.4,0.11,0.03,0.01,5,7,94,6.31
209003,KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,6/23/2021 10:33,139.4,1,0.3,0.08,0.02,9,41.8,97.6,7.74
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,10/4/2016 11:27,830,0.37,0.01,0.055,0.01,10,1.7,51.9,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,11/14/2016 11:19,850,0.44,0.01,0.064,0.025,10,0.9,72.8,7.6
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,12/12/2016 9:38,900,0.51,0.02,0.091,0.013,10,2.6,69.3,7.5
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,1/5/2017 11:50,900,0.62,0.02,0.062,0.031,10,2.8,74.8,7.6
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2/3/2017 6:53,908,0.606,0.03,0.035,0.014,10,0.1,,7.6
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,3/8/2017 7:54,976,0.686,0.02,0.032,0.037,10,3.8,,7.2
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,4/5/2017 14:46,283,0.918,0.13,0.138,0.082,10,12.6,88.7,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,5/11/2017 12:09,662,0.433,0.16,0.069,0.043,10,1.8,51.5,7.8
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,7/5/2017 14:26,837,0.377,0.06,0.03,0.008,10,2,79,7.7
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,8/10/2017 13:52,,,,,,,8.2,91.9,7.9
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,9/13/2017 8:56,960,0.36,0.04,0.02,0.007,10,3.3,84,6.6
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,10/17/2017 9:02,1200,0.81,0.01,0.18,0.033,10,1.8,31.9,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,11/15/2017 12:24,620,0.7,0.04,0.11,0.063,10,3.4,44.7,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,12/12/2017 8:51,520,0.94,0.01,0.23,0.12,10,3.6,,7.1
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,1/15/2018 9:52,700,0.75,0.01,0.17,0.07,10,4.2,,7.2
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2/12/2018 10:50,760,0.69,0.01,0.1,0.037,10,2.3,21.3,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,3/12/2018 9:53,800,0.75,0.01,0.15,0.046,10,4.3,,7.1
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,4/10/2018 10:34,510,0.56,0.08,0.11,0.05,10,2.2,38.2,7.2
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,5/15/2018 9:10,699,0.2,,0.04,0.03,5,1.46,37.5,7.4
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,6/12/2018 10:49,777,0.4,0.1,0.04,0.01,5,5.52,63.5,7.31
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,7/17/2018 10:28,748,0.3,,0.04,0.02,5,2.89,55.2,7.35
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,8/14/2018 10:10,779,0.3,0.01,0.01,0.01,5,0.84,80.1,7.69
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,9/11/2018 10:35,732,0.5,0.02,0.04,0.01,5,4.25,83.1,7.45
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,10/10/2018 9:56,695,0.7,0.12,0.1,0.1,5,5.01,55.9,7.42
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,11/13/2018 9:52,525,5,0.01,0.14,0.08,5,1.98,30.4,7.29
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,12/4/2018 9:54,603,0.6,0.01,0.12,0.08,5,1.05,53,7.41
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,1/15/2019 9:33,471.2,0.6,0.03,0.05,0.04,5,0.94,68.4,7.25
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2/12/2019 10:32,435.2,0.9,0.01,0.16,0.11,5,6.38,27.3,7.13
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,3/12/2019 10:55,470,0.7,0.01,0.13,0.09,9,2.85,74.9,7.42
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,4/17/2019 11:17,530,1.1,0.01,0.34,0.04,10,10,,6.93
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,5/8/2019 11:13,539,1.8,0.03,0.74,0.11,12,10.2,,6.87
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,6/5/2019 11:10,456.6,1.1,0.1,0.27,0.06,30,76.2,,7.62
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,7/10/2019 12:52,5565,4.4,0.04,3.59,0.01,93,37.6,15.2,6.86
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,8/13/2019 11:29,12035,1.9,0.01,0.28,0.01,16,52,31.7,6.86
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,9/10/2019 11:16,14884,1.4,0.01,0.07,0.01,111,12.8,135.9,7.07
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,10/11/2019 9:38,16599,0.9,0.01,0.13,0.01,5,8.42,71.5,7.14
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,11/21/2019 9:55,18641,0.8,0.01,0.17,0.08,5,6.3,137.9,7.73
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,12/18/2019 10:20,19692,1.4,0.01,0.33,0.2,18,6.82,23,7.19
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,1/17/2020 9:54,19934,1.7,0.01,1.01,0.87,6,26.6,13.7,7.05
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2/18/2020 10:58,430,1.5,0.44,0.13,0.07,5,8.6,87.1,
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,3/17/2020 9:38,511,0.9,0.14,0.16,0.11,5,7.6,64.3,
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,4/15/2020 13:13,557,0.9,0.18,0.09,0.07,5,2.75,59.2,7.2
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,5/15/2020 10:48,729,0.6,0.08,0.06,0.02,5,2.2,41.8,7.18
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,6/19/2020 9:26,510,,,,,,25.9,82.6,7.38
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,7/21/2020 11:22,571,1,0.29,0.06,0.01,16,27,82.2,7.56
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,8/21/2020 9:59,503,0.6,0.18,0.06,0.02,5,7.1,82.3,7.48
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,9/18/2020 9:49,703,1,0.01,0.03,0.01,5,2.2,94.4,7.68
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,10/16/2020 8:36,779,0.4,0.01,0.09,0.02,10,2.2,70.8,6.77
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,11/18/2020 9:23,839,0.5,0.01,0.01,0.02,5,2.7,71.1,7.47
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,12/22/2020 8:31,158.2,2.6,0.21,0.34,0.01,176,165,74,7.18
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,1/22/2021 8:41,489.3,0.7,0.14,0.09,0.05,6,3.9,61.8,6.7
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2/19/2021 8:37,207,1.2,0.06,0.2,0.07,96,94.4,89,6.33
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,3/30/2021 10:02,372.3,0.7,0.28,0.07,0.03,8,20.2,87.4,7.49
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,4/27/2021 12:01,548,0.5,0.18,0.02,0.02,5,8,85.8,6.76
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,5/21/2021 9:43,477.1,0.5,0.14,0.06,0.02,5,12.1,81.1,6.46
20910017,WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,6/23/2021 9:18,348.5,1.1,0.16,0.14,0.03,13,43.4,94.3,7.58
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,8/17/2016 11:09,62,0.21,0.09,0.02,0.007,10,3.1,97,7
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,9/28/2016 13:30,53,0.33,0.04,0.02,0.006,10,2.1,99.8,7.4
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,10/25/2016 12:32,51,0.31,0.01,0.01,0.005,10,1.7,98.8,7.5
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,11/28/2016 8:45,63,0.23,0.01,0.02,0.014,10,1.4,91.5,7.4
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,12/19/2016 11:55,63,0.36,0.02,0.02,0.005,10,1.4,85.2,7.4
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,1/23/2017 13:07,57,0.276,0.01,0.017,0.005,10,1.7,103,7.5
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2/22/2017 14:49,50,0.239,0.01,0.018,0.005,10,2.3,105,7.9
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/14/2017 11:52,,,,,0.005,,,,
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/29/2017 12:51,46,0.311,0.18,0.028,0.015,10,5.7,102,7.4
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,4/26/2017 13:17,50,0.184,0.06,0.012,0.005,10,1.8,98.2,7.8
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,7/25/2017 12:47,54,0.28,0.11,0.01,0.005,10,1.9,99.2,
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,8/23/2017 12:22,55,0.2,0.08,0.01,0.007,10,1.5,101,7.6
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,9/27/2017 12:35,59,0.17,0.01,0.01,0.005,10,1.1,96.8,7.7
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,11/20/2017 12:15,52,0.2,0.01,0.01,0.005,10,1.7,97,7.5
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,12/21/2017 8:38,54,0.14,0.01,0.01,0.005,10,2.1,85.4,7.2
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,1/18/2018 9:45,91,0.19,0.01,0.01,0.005,10,2.2,89.1,7.6
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2/21/2018 7:41,51,0.21,0.01,0.01,0.005,10,1.3,88,7.2
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/22/2018 11:47,40,0.15,0.05,0.01,0.005,10,1.9,100,7.5
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,4/10/2018 8:03,44,0.2,,0.03,,10,1.5,89.8,7
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,5/10/2018 12:02,44,,,,,5,1.64,94.9,7.8
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,6/7/2018 12:44,44,0.2,0.07,0.01,0.01,5,13.8,99.6,7.48
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,7/12/2018 11:59,46.2,0.3,0.08,0.01,0.01,5,1.63,97.4,7.77
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,8/16/2018 13:53,48.3,0.1,0.04,0.01,0.01,5,1.55,98.7,8.42
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,9/13/2018 11:58,50.4,0.1,0.03,0.01,0.01,6,1.33,97.2,7.63
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,10/25/2018 11:36,42.9,0.3,0.16,0.01,0.01,14,6.35,95.5,7.04
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,11/15/2018 11:55,47.4,0.1,0.01,0.01,0.01,5,,98.5,7.46
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,12/6/2018 11:13,47.3,0.1,0.01,0.01,0.01,5,1.31,92.8,7.41
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,1/17/2019 11:15,53.6,0.2,0.01,0.01,0.01,11,2.33,83.9,7.47
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2/5/2019 6:30,56.1,0.1,0.01,0.01,0.01,5,2.01,89.7,7.41
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/14/2019 11:24,52.7,0.1,0.01,0.01,0.01,5,2.21,87.9,7.44
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,4/15/2019 16:57,45.3,0.1,0.01,0.01,0.01,7,1.99,100.3,7.74
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,5/16/2019 12:51,46.3,0.1,0.01,0.01,0.01,5,1.93,96.3,7.9
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,6/19/2019 8:34,46.9,0.1,0.01,0.01,0.01,5,1.24,92.7,5.96
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,7/11/2019 11:44,38.4,0.1,0.12,0.01,0.01,5,11.4,91.6,7.76
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,9/19/2019 10:34,46.3,0.1,0.03,0.01,0.01,5,1.86,97.4,7.84
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,10/17/2019 10:29,50.7,3.3,0.01,0.05,0.01,5,1.15,89.7,7.87
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,11/21/2019 9:47,59.8,0.2,0.01,0.01,0.01,5,0.94,91.8,7.59
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,12/12/2019 11:09,64.5,0.2,0.01,0.01,0.01,5,1.91,95,7.68
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,1/16/2020 9:23,102.8,0.5,0.02,0.08,0.01,23,59.4,70.8,7.91
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2/20/2020 10:57,55.3,0.7,0.41,0.04,0.01,6,14.2,91.7,7.38
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/19/2020 8:18,41.4,0.4,0.16,0.01,0.01,5,6.3,94.3,7.6
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,4/21/2020 10:34,51.1,0.2,0.15,0.01,0.01,5,1.85,95.1,7.22
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,5/15/2020 11:45,50.8,0.1,0.07,0.03,0.01,5,1.57,98.8,7.21
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,6/18/2020 13:27,58.3,0.3,0.26,0.01,0.01,5,5.24,99.3,7.54
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,7/16/2020 13:51,50.2,0.1,0.07,0.02,0.01,5,2.69,99.2,7.58
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,8/19/2020 11:42,53,0.1,0.06,0.01,0.01,5,1.82,91.2,7.35
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,9/9/2020 11:24,55.9,0.2,0.13,0.01,0.01,5,1.81,98,7.49
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,10/13/2020 11:26,57.1,0.2,0.01,0.01,0.01,5,1.93,98.1,7.43
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,11/19/2020 9:41,60,0.1,0.01,0.03,0.01,5,1.4,89.9,7.33
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,12/17/2020 8:11,41,0.8,0.47,0.05,0.01,13,11.7,92.4,6.84
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,1/15/2021 10:11,47.7,0.1,0.08,0.01,0.01,5,2.67,96.4,7.22
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2/18/2021 7:26,45.6,0.2,0.09,0.01,0.01,5,9.99,90.9,7.69
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,3/18/2021 8:44,52.4,0.3,0.19,0.02,0.01,8,9.99,94,7.38
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,4/13/2021 12:47,49.9,0.3,0.18,0.01,0.01,5,3.29,104.2,7.38
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,5/7/2021 10:46,58.6,0.2,0.15,0.02,0.01,5,3.49,96.8,7.61
204001,NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,6/1/2021 10:51,57,0.1,0.14,0.02,0.01,5,1.98,98.5,7.34
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,6/28/2016 9:25,190,1.1,0.38,0.059,0.014,10,22,,
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,8/18/2016 10:53,210,0.36,0.01,0.02,0.005,10,3.1,99,7.5
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,9/29/2016 9:45,230,0.86,0.01,0.032,0.007,10,8.3,102,7.9
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,10/26/2016 11:59,250,0.47,0.01,0.01,0.005,10,2.9,110,8.3
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,11/29/2016 10:27,220,0.49,0.01,0.02,0.01,10,2.7,109,8.2
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,12/20/2016 10:43,210,0.4,0.01,0.02,0.005,10,1.7,105,8.7
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,1/24/2017 11:08,218,0.43,0.03,0.014,0.005,10,1.7,113,8.8
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2/23/2017 8:51,151,0.474,0.02,0.023,0.006,10,1.7,89.9,8.4
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,4/27/2017 10:58,207,0.435,0.02,0.024,0.008,10,3.3,102,8.3
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,7/26/2017 12:14,200,0.24,0.02,0.01,0.005,10,2.3,104,
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,8/24/2017 12:38,220,0.28,0.03,0.01,0.008,10,2.4,105,8.3
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,9/28/2017 12:43,230,0.34,0.01,0.02,0.005,10,3.9,109,8.4
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,11/21/2017 13:34,170,0.45,0.02,0.03,0.01,10,10.6,99.5,7.6
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,12/20/2017 8:13,220,0.39,0.01,0.032,0.008,10,5.8,89.3,8.2
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,1/17/2018 8:02,160,0.51,0.01,0.049,0.02,10,15.6,89,7.8
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2/21/2018 12:11,210,0.42,0.01,0.02,0.006,10,2.9,91.3,7.9
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,3/21/2018 9:46,170,0.56,0.09,0.048,0.024,10,16.5,89.2,7.5
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,4/10/2018 12:50,200,0.26,,0.03,,10,2.9,107,8
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,5/9/2018 9:13,190,,,,,5,2.19,91,8.11
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,6/6/2018 9:01,194.1,0.4,0.01,0.01,0.01,6,1.4,100.7,8.49
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,7/11/2018 9:08,181.2,0.2,0.01,0.01,0.01,5,1.53,94.4,7.88
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,8/15/2018 9:37,208.2,0.2,0.01,0.01,0.01,5,2.95,100.6,8.51
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,9/12/2018 10:04,198.1,0.2,0.04,0.01,0.01,14,2.74,105.5,8.52
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,10/24/2018 8:34,174,0.5,0.09,0.01,0.01,5,8.5,89.1,7.34
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,11/14/2018 9:32,210.2,0.3,0.03,0.02,0.01,5,,99.7,8.47
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,12/5/2018 11:00,,0.4,0.01,0.01,0.01,5,,,
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,4/16/2019 9:52,318.4,0.4,0.01,0.01,0.01,6,2.89,83.7,7.57
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,5/15/2019 10:20,294.2,0.2,0.01,0.01,0.01,5,2.64,104.1,8.37
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,6/18/2019 15:40,273.7,0.3,0.01,0.01,0.01,5,4.57,104.4,8.73
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,7/9/2019 3:31,243.7,0.3,0.01,0.01,0.01,10,2.13,114.1,8.96
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,9/17/2019 4:00,262.6,0.3,0.01,0.01,0.01,6,2.43,130.6,9.47
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,10/15/2019 1:19,269.7,0.4,0.01,0.03,0.01,5,1.61,138.5,9.41
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2/19/2020 7:50,208.3,3,1.88,0.08,0.04,11,20.9,92.5,7.43
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,3/17/2020 13:25,248.6,0.4,0.21,0.06,0.02,5,5.42,107,8.45
204051,CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,4/23/2020 9:32,221.6,0.6,0.01,0.03,0.01,5,4.85,97.1,8.94
